1439224440 0 0 0 0 1 0 0 0
1439304855 0 0 0 0 2 0 0 0
1439886278 0 0 0 0 3 0 0 0
1439886326 0 0 0 0 4 0 0 0
1439886372 0 0 0 0 5 0 0 0
1439886392 0 0 0 0 6 0 0 0
1439886420 0 0 0 0 7 0 0 0
1439891494 0 0 0 0 8 0 0 0
1439983980 0 0 0 0 9 0 0 0
1439984042 0 0 0 0 10 0 0 0
1439984069 0 0 0 0 11 0 0 0
1439984079 0 0 0 0 12 0 0 0
1439989841 0 0 0 0 13 0 0 0
1439990410 0 0 0 0 14 0 0 0
1439990769 0 0 0 0 15 0 0 0
1450407843 0 0 0 0 15 1 0 0
1452100468 0 1 0 0 15 1 0 0
1452165573 0 2 0 0 15 1 0 0
1452167226 0 3 0 0 15 1 0 0
1452168131 0 4 0 0 15 1 0 0
1452254047 1 4 0 0 15 1 0 0
1452254903 2 4 0 0 15 1 0 0
1452255440 3 4 0 0 15 1 0 0
1452255680 4 4 0 0 15 1 0 0
1452255911 5 4 0 0 15 1 0 0
1452255934 6 4 0 0 15 1 0 0
1452264707 7 4 0 0 15 1 0 0
1452266751 8 4 0 0 15 1 0 0
1452270115 8 5 0 0 15 1 0 0
1452340642 9 5 0 0 15 1 0 0
1452530927 9 6 0 0 15 1 0 0
1452531044 12 7 0 0 15 1 0 0
1452539480 14 7 0 0 15 1 0 0
1452541695 15 7 0 0 15 1 0 0
1452548348 15 8 0 0 15 1 0 0
1452548945 15 9 0 0 15 1 0 0
1452548961 15 10 0 0 15 1 0 0
1452549044 15 11 0 0 15 1 0 0
1452549083 15 12 0 0 15 1 0 0
1452549210 15 13 0 0 15 1 0 0
1452559660 15 13 0 0 15 2 0 0
1452592480 15 14 0 0 15 2 0 0
1452592808 15 15 0 0 15 2 0 0
1452603444 15 16 0 0 15 2 0 0
1452769143 15 17 0 0 15 2 0 0
1452862628 15 18 0 0 15 2 0 0
1453215957 15 19 0 0 15 2 0 0
1453216026 15 20 0 0 15 2 0 0
1453282946 16 20 0 0 15 2 0 0
1453283359 17 20 0 0 15 2 0 0
1453283392 18 20 0 0 15 2 0 0
1453283410 19 20 0 0 15 2 0 0
1453283432 21 20 0 0 15 2 0 0
1453283491 26 20 0 0 15 2 0 0
1453311262 29 20 0 0 15 2 0 0
1453373601 29 21 0 0 15 2 0 0
1453381244 29 22 0 0 15 2 0 0
1453381982 29 23 0 0 15 2 0 0
1453382429 29 24 0 0 15 2 0 0
1453980662 29 26 0 0 15 2 0 0
1453990782 29 27 0 0 15 2 0 0
1453991487 29 28 0 0 15 2 0 0
1454000683 29 37 0 0 15 2 0 0
1454069415 29 38 0 0 15 2 0 0
1454071892 29 39 0 0 15 2 0 0
1454071937 29 40 0 0 15 2 0 0
1454072239 29 41 0 0 15 2 0 0
1454072588 29 42 0 0 15 2 0 0
1454073558 29 43 0 0 15 2 0 0
1454074047 29 44 0 0 15 2 0 0
1454074192 29 45 0 0 15 2 0 0
1454322276 30 45 0 0 15 2 0 0
1454344546 30 46 0 0 15 2 0 0
1454346014 30 47 0 0 15 2 0 0
1454346062 30 48 0 0 15 2 0 0
1454346083 30 49 0 0 15 2 0 0
1454409675 30 50 0 0 15 2 0 0
1454409725 30 51 0 0 15 2 0 0
1454409737 30 52 0 0 15 2 0 0
1454409754 30 53 0 0 15 2 0 0
1454409856 30 54 0 0 15 2 0 0
1454409943 35 55 0 0 15 2 0 0
1454430855 35 56 0 0 15 2 0 0
1454450655 36 56 0 0 15 2 0 0
1454451868 37 56 0 0 15 2 0 0
1454452055 38 56 0 0 15 2 0 0
1454452161 39 56 0 0 15 2 0 0
1454494938 40 56 0 0 15 2 0 0
1454495735 41 56 0 0 15 2 0 0
1454495761 42 56 0 0 15 2 0 0
1454496106 43 56 0 0 15 2 0 0
1454496134 44 56 0 0 15 2 0 0
1454496892 45 56 0 0 15 2 0 0
1454503646 50 57 0 0 15 2 0 0
1454516917 55 57 0 0 15 2 0 0
1454517822 57 57 0 0 15 2 0 0
1454580840 57 58 0 0 15 2 0 0
1454580858 57 59 0 0 15 2 0 0
1454580873 57 60 0 0 15 2 0 0
1454581127 57 61 0 0 15 2 0 0
1454591266 57 62 0 0 15 2 0 0
1454663898 58 62 0 0 15 2 0 0
1454667228 59 62 0 0 15 2 0 0
1454667668 60 62 0 0 15 2 0 0
1454668353 61 62 0 0 15 2 0 0
1454681237 61 63 0 0 15 2 0 0
1454684012 61 64 0 0 15 2 0 0
1454688787 62 64 0 0 15 2 0 0
1454689562 63 64 0 0 15 2 0 0
1454690217 64 64 0 0 15 2 0 0
1454690814 65 64 0 0 15 2 0 0
1454690967 66 64 0 0 15 2 0 0
1454691637 67 64 0 0 15 2 0 0
